itemId,userId,"itemType","itemStatus","itemName","itemUrlSegment","itemMimeType","itemContent",itemDeleted,"apiVersion","DateCreated","DateUpdated"
3201,1,"file","inherit","Westcoast Project - High Fashion Queen","westcoast-project-high-fashion-queen","audio/mpeg","\"Westcoast Project - High Fashion Queen\".",0,"","2015-03-08 17:24:46","2017-08-12 02:47:24"
3211,1,"file","inherit","westcoast cover","westcoast-cover","image/jpeg","",0,"","2015-03-08 17:24:46","2017-08-12 02:47:24"
3251,1,"file","inherit","Wayfaring Stranger","wayfaring-stranger","audio/mpeg","\"Wayfaring Stranger\" from Lil' Can O' Miracles by The Stone Bros.. Released: 2012. Track 2.",0,"","2015-03-08 17:30:28","2017-08-12 02:47:24"
3261,1,"file","inherit","","3261","image/jpeg","",0,"","2015-03-08 17:30:28","2017-08-12 02:47:24"
3271,1,"file","inherit","the stone bros cover","the-stone-bros-cover","image/jpeg","",0,"","2015-03-08 17:30:29","2017-08-12 02:47:24"
3691,1,"file","inherit","The Hypocrisy of our Democracy-The Franks Daredevils","the-hypocrisy-of-our-democracy-the-franks-daredevils","audio/mpeg","\"The Hypocrisy of our Democracy-The Franks Daredevils\" from The Hypocrisy of our...Democracy by The Franks Daredevils. Released: 2015. Track 1. Genre: Metal.",0,"","2015-03-08 17:54:40","2017-08-12 02:47:24"
3701,1,"file","inherit","The Franks cover","the-franks-cover","image/jpeg","",0,"","2015-03-08 17:54:41","2017-08-12 02:47:24"
3841,1,"file","inherit","Sunk In Lies","sunk-in-lies","audio/mpeg","\"Sunk In Lies\" from Small Moments (EP) by Matias Amor. Released: 2015. Track 1.",0,"","2015-03-08 17:57:41","2017-08-12 02:47:24"
3851,1,"file","inherit","","3851","image/jpeg","",0,"","2015-03-08 17:57:41","2017-08-12 02:47:24"
3861,1,"file","inherit","matias cover","matias-cover","image/jpeg","",0,"","2015-03-08 17:57:42","2017-08-12 02:47:24"
7351,1,"file","inherit","$wift - Blessings remix","$wift-blessings-remix","audio/mpeg","\"$wift - Blessings remix\". Released: 2015.",0,"","2015-03-09 22:21:03","2017-08-12 02:47:24"
7361,1,"file","inherit","swift cover","swift-cover","image/jpeg","",0,"","2015-03-09 22:21:03","2017-08-12 02:47:24"
7381,1,"file","inherit","Empty Space","empty-space","audio/mpeg","\"Empty Space\" from What You Don't See by The Story So Far. Released: 2013. Track 6 of 11. Genre: Punk.",0,"","2015-03-09 22:26:48","2017-08-12 02:47:24"
7391,1,"file","inherit","","7391","image/png","",0,"","2015-03-09 22:26:59","2017-08-12 02:47:24"
7401,1,"file","inherit","The story cover","the-story-cover","image/jpeg","",0,"","2015-03-09 22:27:00","2017-08-12 02:47:24"
7441,1,"file","inherit","Troy & Malachi ~ Thinking Bout You","troy-malachi-thinking-bout-you","audio/mpeg","\"Troy & Malachi ~ Thinking Bout You\" from Single by Troy. Released: 2015. Track 1 of 1. Genre: R&b/Club.",0,"","2015-03-09 22:31:35","2017-08-12 02:47:24"
7451,1,"file","inherit","troy cover","troy-cover","image/jpeg","",0,"","2015-03-09 22:31:36","2017-08-12 02:47:24"
7511,1,"file","inherit","Stuck","stuck","audio/mpeg","\"Stuck\" by Leap First. Released: 2015.",0,"","2015-03-09 22:33:48","2017-08-12 02:47:24"
7521,1,"file","inherit","","7521","image/jpeg","",0,"","2015-03-09 22:33:49","2017-08-12 02:47:24"
7531,1,"file","inherit","leap cover","leap-cover","image/jpeg","",0,"","2015-03-09 22:33:49","2017-08-12 02:47:24"
7721,1,"file","inherit","Recess ft. Tyler Priola","recess-ft-tyler-priola","audio/mpeg","\"Recess ft. Tyler Priola\" from Theodicy by Wither. Released: 2015. Track 2.",0,"","2015-03-09 22:42:18","2017-08-12 02:47:24"
7731,1,"file","inherit","","7731","image/jpeg","",0,"","2015-03-09 22:42:19","2017-08-12 02:47:24"
7741,1,"file","inherit","cover","cover","image/jpeg","",0,"","2015-03-09 22:42:19","2017-08-12 02:47:24"
7961,1,"file","inherit","Counting Stars","counting-stars","audio/mpeg","\"Counting Stars\" from February by June/May. Released: 2014. Track 1. Genre: Acoustic.",0,"","2015-03-09 22:45:55","2017-08-12 02:47:24"
7971,1,"file","inherit","June May cover","june-may-cover","image/jpeg","",0,"","2015-03-09 22:45:55","2017-08-12 02:47:24"
12443,0,"file","inherit","Catch Up","catch-up","audio/mpeg","\"Catch Up\" by FatboyMarley. Released: 2014.",0,"","2015-03-13 00:26:57","2017-08-12 02:47:24"
12444,0,"file","inherit","","12444","image/jpeg","",0,"","2015-03-13 00:26:57","2017-08-12 02:47:24"
12445,0,"file","inherit","fatboy cover","fatboy-cover","image/jpeg","",0,"","2015-03-13 00:27:00","2017-08-12 02:47:24"
12471,623,"file","inherit","image","image","image/jpeg","",0,"","2015-03-13 04:17:38","2017-08-12 02:47:24"
12502,625,"file","inherit","toxic robin","toxic-robin","image/jpeg","",0,"","2015-03-15 20:47:45","2017-08-12 02:47:24"
12504,625,"file","inherit","Elvis Einstein - Angel","elvis-einstein-angel","audio/wav","\"Elvis Einstein - Angel\".",0,"","2015-03-15 20:52:18","2017-08-12 02:47:24"
12505,625,"file","inherit","elvis cover","elvis-cover","image/jpeg","",0,"","2015-03-15 20:52:22","2017-08-12 02:47:24"
12507,626,"file","inherit","proffor toxi","proffor-toxi","image/jpeg","",0,"","2015-03-15 21:31:51","2017-08-12 02:47:24"
12510,627,"file","inherit","IMG_0871","img_0871","image/jpeg","",0,"","2015-03-17 01:05:55","2017-08-12 02:47:24"
12511,627,"file","inherit","IMG_0871","img_0871-2","image/jpeg","",0,"","2015-03-17 01:05:57","2017-08-12 02:47:24"
12517,628,"file","inherit","Imported 196182630","imported-196182630","audio/mpeg","",0,"","2015-03-17 08:26:11","2017-08-12 02:47:24"
12539,631,"file","inherit","1209554_1424677171164990_513787523_a","1209554_1424677171164990_513787523_a","image/jpeg","",0,"","2015-03-18 09:49:20","2017-08-12 02:47:24"
12541,631,"file","inherit","Imported 187491662","imported-187491662","audio/mpeg","",0,"","2015-03-18 09:50:48","2017-08-12 02:47:24"
12543,631,"file","inherit","Imported 187491662","imported-187491662-2","audio/mpeg","",0,"","2015-03-18 09:50:51","2017-08-12 02:47:24"
12545,632,"file","inherit","Photo on 12-3-14 at 9.36 PM","photo-on-12-3-14-at-9-36-pm","image/jpeg","",0,"","2015-03-18 10:14:22","2017-08-12 02:47:24"
12546,632,"file","inherit","Photo on 6-13-14 at 3.00 AM","photo-on-6-13-14-at-3-00-am","image/jpeg","",0,"","2015-03-18 10:14:23","2017-08-12 02:47:24"
12547,632,"file","inherit","Photo on 6-13-14 at 2.56 AM","photo-on-6-13-14-at-2-56-am","image/jpeg","",0,"","2015-03-18 10:15:13","2017-08-12 02:47:24"
12548,633,"file","inherit","_MG_0098-2","_mg_0098-2","image/jpeg","",0,"","2015-03-18 14:01:33","2017-08-12 02:47:24"
12549,633,"file","inherit","_MG_0100-Edit","_mg_0100-edit","image/jpeg","",0,"","2015-03-18 14:01:38","2017-08-12 02:47:24"
12551,633,"file","inherit","Between Saturday &amp; Sunday","between-saturday-sunday","audio/mpeg","\"Between Saturday &amp; Sunday\".",0,"","2015-03-18 14:05:04","2017-08-12 02:47:24"
12552,633,"file","inherit","ACM SINGLE PIC","acm-single-pic","image/png","",0,"","2015-03-18 14:05:05","2017-08-12 02:47:24"
12554,633,"file","inherit","Between Saturday &amp; Sunday","between-saturday-sunday-2","audio/mpeg","\"Between Saturday &amp; Sunday\".",0,"","2015-03-18 15:04:22","2017-08-12 02:47:24"
12555,633,"file","inherit","ACM SINGLE PIC","acm-single-pic-2","image/png","",0,"","2015-03-18 15:04:24","2017-08-12 02:47:24"
12557,1,"file","inherit","Westcoast Project - High Fashion Queen","westcoast-project-high-fashion-queen-2","audio/mpeg","\"Westcoast Project - High Fashion Queen\".",0,"","2015-03-18 15:53:18","2017-08-12 02:47:24"
12558,1,"file","inherit","three","three","image/png","",0,"","2015-03-18 15:53:19","2017-08-12 02:47:24"
12561,1,"file","inherit","Imported 184518854","imported-184518854-2","audio/mpeg","",0,"","2015-03-18 22:29:10","2017-08-12 02:47:24"
12564,0,"file","inherit","Track 11","track-11","audio/mpeg","\"Track 11\" from Chapter 9: Movement and Development of Troops by WuLords. Track 11. Genre: Unknown genre.",0,"","2015-03-18 23:23:45","2017-08-12 02:47:24"
12565,0,"file","inherit","wu pic symbol","wu-pic-symbol","image/jpeg","",0,"","2015-03-18 23:23:47","2017-08-12 02:47:24"
12610,633,"file","inherit","ACM SINGLE PIC","acm-single-pic-3","image/png","",0,"","2015-03-21 18:06:52","2017-08-12 02:47:24"
12665,639,"file","inherit","cashmoney","cashmoney","image/png","",0,"","2015-04-27 19:20:24","2017-08-12 02:47:24"
12666,639,"file","inherit","kilimanjaro2","kilimanjaro2","image/png","",0,"","2015-04-27 19:20:25","2017-08-12 02:47:24"
12669,649,"file","inherit","Stumbling Through The Crowd","stumbling-through-the-crowd","audio/mpeg","\"Stumbling Through The Crowd\" from Stroboscopic Fantasy by GIBBEt. Released: 2015. Track 1.",0,"","2015-04-27 19:25:44","2017-08-12 02:47:24"
12670,639,"file","inherit","","12670","image/jpeg","",0,"","2015-04-27 19:25:44","2017-08-12 02:47:24"
12671,649,"file","inherit","stumbling","stumbling","image/png","",0,"","2015-04-27 19:25:47","2017-08-12 02:47:24"
12673,649,"file","inherit","Stumbling Through The Crowd","stumbling-through-the-crowd-2","audio/mpeg","\"Stumbling Through The Crowd\" from Stroboscopic Fantasy by GIBBEt. Released: 2015. Track 1.",0,"","2015-04-27 19:26:18","2017-08-12 02:47:24"
12674,649,"file","inherit","stumbling","stumbling-2","image/png","",0,"","2015-04-27 19:26:19","2017-08-12 02:47:24"
12683,1,"file","inherit","How Bout You","how-bout-you","audio/mpeg","\"How Bout You\" by BlairKayAndTheOutlaws.",0,"","2015-05-09 21:52:27","2017-08-12 02:47:24"
12684,1,"file","inherit","How Bout You_165779745_soundcloud","how-bout-you_165779745_soundcloud","image/jpeg","",0,"","2015-05-09 21:52:28","2017-08-12 02:47:24"
12686,1,"file","inherit","These Days","these-days","audio/mpeg","\"These Days\" by Steve Rivers.",0,"","2015-05-09 22:08:27","2017-08-12 02:47:24"
12687,1,"file","inherit","These Days_19309974_soundcloud","these-days_19309974_soundcloud","image/jpeg","",0,"","2015-05-09 22:08:29","2017-08-12 02:47:24"
12689,720,"file","inherit","Breathe","breathe","audio/mpeg","\"Breathe\" by Micah N..",0,"","2015-05-09 22:12:46","2017-08-12 02:47:24"
12690,720,"file","inherit","Breathe_66536955_soundcloud","breathe_66536955_soundcloud","image/jpeg","",0,"","2015-05-09 22:12:47","2017-08-12 02:47:24"
12698,1,"file","inherit","Evoke","evoke","audio/mpeg","\"Evoke\" by ink!.",0,"","2015-05-09 22:16:38","2017-08-12 02:47:24"
12699,1,"file","inherit","Evoke_203144241_soundcloud","evoke_203144241_soundcloud","image/jpeg","",0,"","2015-05-09 22:16:40","2017-08-12 02:47:24"
12707,1,"file","inherit","Lost In The Sewer","lost-in-the-sewer","audio/mpeg","\"Lost In The Sewer\" by DJ - Blacker.",0,"","2015-05-09 22:19:35","2017-08-12 02:47:24"
12708,1,"file","inherit","Lost In The Sewer_33638136_soundcloud","lost-in-the-sewer_33638136_soundcloud","image/jpeg","",0,"","2015-05-09 22:19:37","2017-08-12 02:47:24"
12715,1,"file","inherit","Magnetic Seals_201269504_soundcloud","magnetic-seals_201269504_soundcloud","image/jpeg","",0,"","2015-05-09 22:24:43","2017-08-12 02:47:24"
12716,1,"file","inherit","Magnetic Seals","magnetic-seals","audio/mpeg","\"Magnetic Seals\" by awwW sssT.",0,"","2015-05-09 22:24:44","2017-08-12 02:47:24"
12719,1,"file","inherit","Magnetic Seals","magnetic-seals-2","audio/mpeg","\"Magnetic Seals\" by awwW sssT.",0,"","2015-05-09 22:26:46","2017-08-12 02:47:24"
12720,1,"file","inherit","Magnetic Seals_201269504_soundcloud","magnetic-seals_201269504_soundcloud-2","image/jpeg","",0,"","2015-05-09 22:26:47","2017-08-12 02:47:24"
12726,1,"file","inherit","profound sadness","profound-sadness","audio/mpeg","\"profound sadness\" by lemonDrop.",0,"","2015-05-09 22:31:34","2017-08-12 02:47:24"
12727,1,"file","inherit","profound sadness_198067569_soundcloud","profound-sadness_198067569_soundcloud","image/jpeg","",0,"","2015-05-09 22:31:36","2017-08-12 02:47:24"
12730,1,"file","inherit","Sepultura - Inner Self cover final mix","sepultura-inner-self-cover-final-mix","audio/mpeg","\"Sepultura - Inner Self cover final mix\" by Judgemental.",0,"","2015-05-09 22:36:06","2017-08-12 02:47:24"
12731,1,"file","inherit","Sepultura - Inner Self cover final mix_91719088_soundcloud","sepultura-inner-self-cover-final-mix_91719088_soundcloud","image/jpeg","",0,"","2015-05-09 22:36:08","2017-08-12 02:47:24"
12735,1,"file","inherit","Sepultura - Inner Self cover final mix","sepultura-inner-self-cover-final-mix-2","audio/mpeg","\"Sepultura - Inner Self cover final mix\" by Judgemental.",0,"","2015-05-09 22:37:32","2017-08-12 02:47:24"
12736,1,"file","inherit","Sepultura - Inner Self cover final mix_91719088_soundcloud","sepultura-inner-self-cover-final-mix_91719088_soundcloud-2","image/jpeg","",0,"","2015-05-09 22:37:33","2017-08-12 02:47:24"
12741,722,"file","inherit","Trip Trap (Early Mix)","trip-trap-early-mix","audio/mpeg","\"Trip Trap (Early Mix)\" by BEARTRVP.",0,"","2015-05-09 22:40:57","2017-08-12 02:47:24"
12742,722,"file","inherit","Trip Trap (Early Mix)_172034933_soundcloud","trip-trap-early-mix_172034933_soundcloud","image/jpeg","",0,"","2015-05-09 22:40:58","2017-08-12 02:47:24"
12908,1,"file","inherit","4. S.A.I.L. (Demo One)","4-s-a-i-l-demo-one","audio/mpeg","\"4. S.A.I.L. (Demo One)\" by RiS.",0,"","2015-05-09 23:19:12","2017-08-12 02:47:24"
12909,1,"file","inherit","4. S.A.I.L. (Demo One)_180040938_soundcloud","4-s-a-i-l-demo-one_180040938_soundcloud","image/jpeg","",0,"","2015-05-09 23:19:13","2017-08-12 02:47:24"
12936,1,"file","inherit","Can't Stop","cant-stop","audio/mpeg","\"Can't Stop\" by A Little Nothing.",0,"","2015-05-09 23:23:41","2017-08-12 02:47:24"
12937,1,"file","inherit","Can't Stop_113178189_soundcloud","cant-stop_113178189_soundcloud","image/jpeg","",0,"","2015-05-09 23:23:43","2017-08-12 02:47:24"
12954,649,"file","inherit","Daniel Day-Lewis at Jerry's House","daniel-day-lewis-at-jerrys-house","audio/mpeg","\"Daniel Day-Lewis at Jerry's House\" by The Offsiders.",0,"","2015-05-09 23:30:00","2017-08-12 02:47:24"
12955,649,"file","inherit","Daniel Day-Lewis at Jerry's House_28392624_soundcloud","daniel-day-lewis-at-jerrys-house_28392624_soundcloud","image/jpeg","",0,"","2015-05-09 23:30:01","2017-08-12 02:47:24"
13047,1,"file","inherit","My Disease","my-disease","audio/mpeg","\"My Disease\" by Jonny Carroll Music.",0,"","2015-05-10 00:11:26","2017-08-12 02:47:24"
13048,1,"file","inherit","My Disease_164762905_soundcloud","my-disease_164762905_soundcloud","image/jpeg","",0,"","2015-05-10 00:11:27","2017-08-12 02:47:24"
13054,1,"file","inherit","Pitter Patter","pitter-patter","audio/mpeg","\"Pitter Patter\" by Bucky Fereke.",0,"","2015-05-10 00:15:14","2017-08-12 02:47:24"
13055,1,"file","inherit","Pitter Patter_189625621_soundcloud","pitter-patter_189625621_soundcloud","image/jpeg","",0,"","2015-05-10 00:15:15","2017-08-12 02:47:24"
13064,1,"file","inherit","Sleeping Tiger","sleeping-tiger","audio/mpeg","\"Sleeping Tiger\" by Kelsey Rottiers.",0,"","2015-05-10 00:18:13","2017-08-12 02:47:24"
13065,1,"file","inherit","Sleeping Tiger_68728462_soundcloud","sleeping-tiger_68728462_soundcloud","image/jpeg","",0,"","2015-05-10 00:18:15","2017-08-12 02:47:24"
13086,1,"file","inherit","The Tide Will Take Me","the-tide-will-take-me","audio/mpeg","\"The Tide Will Take Me\" by Stone Hands.",0,"","2015-05-10 00:26:55","2017-08-12 02:47:24"
13087,1,"file","inherit","The Tide Will Take Me_102721097_soundcloud","the-tide-will-take-me_102721097_soundcloud","image/jpeg","",0,"","2015-05-10 00:26:56","2017-08-12 02:47:24"
13131,1,"file","inherit","Cipher viper remix","cipher-viper-remix","audio/mpeg","\"Cipher viper remix\" by x-it. Genre: Other.",0,"","2015-05-10 00:48:26","2017-08-12 02:47:24"
13132,1,"file","inherit","Cipher viper remix_93915949_soundcloud","cipher-viper-remix_93915949_soundcloud","image/jpeg","",0,"","2015-05-10 00:48:27","2017-08-12 02:47:24"
13143,1,"file","inherit","Dead Broke","dead-broke","audio/mpeg","\"Dead Broke\" by Speed Gang Ent..",0,"","2015-05-10 00:52:02","2017-08-12 02:47:24"
13144,1,"file","inherit","Dead Broke_174323016_soundcloud","dead-broke_174323016_soundcloud","image/jpeg","",0,"","2015-05-10 00:52:03","2017-08-12 02:47:24"
13150,1,"file","inherit","No Sleep ft KK Da Avenger","no-sleep-ft-kk-da-avenger","audio/mpeg","\"No Sleep ft KK Da Avenger\" by Noonie Da Empress.",0,"","2015-05-10 00:57:51","2017-08-12 02:47:24"
13151,1,"file","inherit","No Sleep ft KK Da Avenger_197941978_soundcloud","no-sleep-ft-kk-da-avenger_197941978_soundcloud","image/jpeg","",0,"","2015-05-10 00:57:52","2017-08-12 02:47:24"
13169,1,"file","inherit","Pourin","pourin","audio/mpeg","\"Pourin\" by KhyleWithaH.",0,"","2015-05-10 01:03:59","2017-08-12 02:47:24"
13170,1,"file","inherit","Pourin_185886263_soundcloud","pourin_185886263_soundcloud","image/jpeg","",0,"","2015-05-10 01:04:00","2017-08-12 02:47:24"
13187,1,"file","inherit","Rainy Day","rainy-day","audio/mpeg","\"Rainy Day\" by Rolz (riley jenkins).",0,"","2015-05-10 01:08:26","2017-08-12 02:47:24"
13188,1,"file","inherit","Rainy Day_181841846_soundcloud","rainy-day_181841846_soundcloud","image/jpeg","",0,"","2015-05-10 01:08:28","2017-08-12 02:47:24"
13206,1,"file","inherit","Sundaze (Prod. by daschade)","sundaze-prod-by-daschade","audio/mpeg","\"Sundaze (Prod. by daschade)\" by Joey Cruz.",0,"","2015-05-10 01:14:46","2017-08-12 02:47:24"
13207,1,"file","inherit","Sundaze (Prod. by daschade)_201927884_soundcloud","sundaze-prod-by-daschade_201927884_soundcloud","image/jpeg","",0,"","2015-05-10 01:14:48","2017-08-12 02:47:24"
13224,1,"file","inherit","The Beem","the-beem","audio/mpeg","\"The Beem\" by Williams the Lion.",0,"","2015-05-10 01:24:03","2017-08-12 02:47:24"
13225,1,"file","inherit","Williams the Lion - The Beem","williams-the-lion-the-beem","image/jpeg","",0,"","2015-05-10 01:24:05","2017-08-12 02:47:24"
13549,1,"file","inherit","Always At War (Finally Found Peace)","always-at-war-finally-found-peace","audio/mpeg","\"Always At War (Finally Found Peace)\" by Pass of Aggression.",0,"","2015-05-10 22:33:48","2017-08-12 02:47:24"
13550,1,"file","inherit","Always At War (Finally Found Peace)_153767889_soundcloud","always-at-war-finally-found-peace_153767889_soundcloud","image/jpeg","",0,"","2015-05-10 22:33:50","2017-08-12 02:47:24"
13555,1,"file","inherit","My Last Goodbye","my-last-goodbye","audio/mpeg","\"My Last Goodbye\" by The Outliers.",0,"","2015-05-10 22:42:10","2017-08-12 02:47:24"
13556,1,"file","inherit","My Last Goodbye_184066506_soundcloud","my-last-goodbye_184066506_soundcloud","image/jpeg","",0,"","2015-05-10 22:42:11","2017-08-12 02:47:24"
13563,1,"file","inherit","Roots Dig Deeper","roots-dig-deeper","audio/mpeg","\"Roots Dig Deeper\" from 2014 EP by Templar's Verdict. Track 1.",0,"","2015-05-10 22:45:20","2017-08-12 02:47:24"
13564,1,"file","inherit","Roots Dig Deeper_154174840_soundcloud","roots-dig-deeper_154174840_soundcloud","image/jpeg","",0,"","2015-05-10 22:45:22","2017-08-12 02:47:24"
13573,1,"file","inherit","Wicked Men","wicked-men","audio/mpeg","\"Wicked Men\" by Now Denial.",0,"","2015-05-10 22:48:26","2017-08-12 02:47:24"
13574,1,"file","inherit","Wicked Men_75719093_soundcloud","wicked-men_75719093_soundcloud","image/jpeg","",0,"","2015-05-10 22:48:27","2017-08-12 02:47:24"
13581,1,"file","inherit","Among The Stars","among-the-stars","audio/mpeg","\"Among The Stars\" by Eric M. Keys.",0,"","2015-05-10 22:52:36","2017-08-12 02:47:24"
13582,1,"file","inherit","Among The Stars_191356941_soundcloud","among-the-stars_191356941_soundcloud","image/jpeg","",0,"","2015-05-10 22:52:37","2017-08-12 02:47:24"
13588,1,"file","inherit","Day Rose Up","day-rose-up","audio/mpeg","\"Day Rose Up\" by Keith Dominique.",0,"","2015-05-10 22:55:11","2017-08-12 02:47:24"
13589,1,"file","inherit","Day Rose Up_194587554_soundcloud","day-rose-up_194587554_soundcloud","image/jpeg","",0,"","2015-05-10 22:55:13","2017-08-12 02:47:24"
13598,1,"file","inherit","LJP: loos'd of limits and imaginary lines","ljp-loosd-of-limits-and-imaginary-lines","audio/mpeg","\"LJP: loos'd of limits and imaginary lines\" from John's Album by John Nowak & Maddy Hejna.",0,"","2015-05-10 22:58:12","2017-08-12 02:47:24"
13599,1,"file","inherit","LJP - loos'd of limits and imaginary lines_67439761_soundcloud","ljp-loosd-of-limits-and-imaginary-lines_67439761_soundcloud","image/jpeg","",0,"","2015-05-10 22:58:24","2017-08-12 02:47:24"
13604,649,"file","inherit","Beautifulest","beautifulest","audio/mpeg","\"Beautifulest\" by The Id of Adrian.",0,"","2015-05-10 23:04:47","2017-08-12 02:47:24"
13605,649,"file","inherit","Beautifulest_198698678_soundcloud","beautifulest_198698678_soundcloud","image/jpeg","",0,"","2015-05-10 23:04:48","2017-08-12 02:47:24"
13608,1,"file","inherit","Haunted","haunted","audio/mpeg","\"Haunted\" by Sandra Effert.",0,"","2015-05-10 23:08:19","2017-08-12 02:47:24"
13609,1,"file","inherit","Haunted_77705736_soundcloud","haunted_77705736_soundcloud","image/jpeg","",0,"","2015-05-10 23:08:21","2017-08-12 02:47:24"
13615,649,"file","inherit","Stumbling Through The Crowd","stumbling-through-the-crowd-3","audio/mpeg","\"Stumbling Through The Crowd\" by GIBBEt.",0,"","2015-05-10 23:12:36","2017-08-12 02:47:24"
13616,649,"file","inherit","Stumbling Through The Crowd_188227017_soundcloud","stumbling-through-the-crowd_188227017_soundcloud","image/jpeg","",0,"","2015-05-10 23:12:37","2017-08-12 02:47:24"
13630,1,"file","inherit","Kost","kost","audio/mpeg","\"Kost\" by Chaser Punk.",0,"","2015-05-10 23:18:50","2017-08-12 02:47:24"
